Date,Currency,Category,Country,Amount
2023-09-11 10:38:36+00:00,USD,General,US,100.0
2023-09-11 10:41:12+00:00,USD,General,FI,47.31
2023-09-11 10:47:38+00:00,USD,General,IT,18.63
2023-09-11 11:10:00+00:00,USD,General,MX,4.91
2023-09-11 11:39:59+00:00,USD,General,DE,23.41
2023-09-11 11:45:29+00:00,USD,General,PL,98.45
2023-09-11 16:23:08+00:00,USD,General,US,48.06
2023-09-12 08:44:43+00:00,USD,General,DE,344.59000000000003
2023-09-12 10:30:02+00:00,USD,General,US,50.0
2023-09-12 12:44:19+00:00,USD,General,US,193.73
2023-09-12 22:02:15+00:00,USD,General,US,67.49
2023-09-12 22:24:32+00:00,USD,General,DE,98.45
2023-09-13 01:38:41+00:00,USD,,US,9.31
2023-09-13 01:58:34+00:00,USD,,,20000.0
2023-09-13 03:48:08+00:00,USD,100 Drones for Ukraine,CA,196.93
2023-09-13 05:24:56+00:00,USD,100 Drones for Ukraine,US,40.0
2023-09-13 10:08:38+00:00,USD,General,GB,47.76
2023-09-13 11:07:41+00:00,USD,General,US,25.24
2023-09-13 11:18:27+00:00,USD,General,US,50.47
2023-09-13 13:39:45+00:00,USD,General,US,400.0
2023-09-13 16:32:25+00:00,USD,100 Drones for Ukraine,DE,192.53
2023-09-14 12:28:30+00:00,USD,Veteranius,DE,98.46
2023-09-15 04:14:48+00:00,USD,General,US,1959.71
2023-09-15 12:27:55+00:00,USD,General,US,48.51
2023-09-15 12:50:22+00:00,USD,100 Drones for Ukraine,US,100.0
2023-09-16 05:49:35+00:00,USD,General,UA,98.46
2023-09-16 10:08:10+00:00,USD,General,DE,99.38
2023-09-16 11:31:16+00:00,USD,General,EE,20.95
2023-09-16 15:37:56+00:00,USD,100 Drones for Ukraine,US,100.0
2023-09-16 22:17:56+00:00,USD,General,US,979.61
2023-09-17 10:52:00+00:00,USD,Victory Drones,GB,2.97
2023-09-17 11:41:05+00:00,USD,General,CA,14.9
2023-09-17 17:40:37+00:00,USD,General,US,10.0
2023-09-17 19:20:44+00:00,USD,General,US,19.11
2023-09-17 21:11:02+00:00,USD,100 Drones for Ukraine,US,40.0
2023-09-18 18:06:53+00:00,USD,General,US,25.0
2023-09-18 18:29:14+00:00,USD,100 Drones for Ukraine,US,50.0
2023-09-18 19:12:18+00:00,USD,General,DE,98.46
2023-09-19 10:09:26+00:00,USD,100 Drones for Ukraine,CY,18.81
2023-09-19 10:18:20+00:00,USD,General,GB,9.93
2023-09-19 10:24:00+00:00,USD,General,UA,47.7
2023-09-19 11:00:17+00:00,USD,General,PL,19.87
2023-09-19 15:56:43+00:00,USD,General,US,20.0
2023-09-19 19:38:19+00:00,USD,General,NL,240.78
2023-09-19 20:47:50+00:00,USD,General,DE,33.29
2023-09-20 10:28:45+00:00,USD,General,CA,9.16
2023-09-20 10:38:33+00:00,USD,General,UA,9.16
2023-09-20 11:33:46+00:00,USD,General,US,70.08
2023-09-20 18:37:08+00:00,USD,100 Drones for Ukraine,US,50.0
2023-09-20 18:51:30+00:00,USD,General,DE,98.46
2023-09-20 19:44:22+00:00,USD,General,IT,14.760000000000002
2023-09-20 19:58:19+00:00,USD,General,UA,13.99
2023-09-21 04:53:03+00:00,USD,General,CA,98.46
2023-09-21 05:02:32+00:00,USD,100 Drones for Ukraine,AU,13.99
2023-09-21 05:21:18+00:00,USD,Victory Drones,FR,49.23
2023-09-21 09:08:04+00:00,USD,General,GB,19.69
2023-09-21 10:36:31+00:00,USD,General,SE,23.63
2023-09-21 11:12:37+00:00,USD,General,US,50.47
2023-09-21 11:41:23+00:00,USD,General,PL,24.84
2023-09-21 14:34:38+00:00,USD,General,US,50.0
2023-09-21 17:40:05+00:00,USD,General,NL,28.46
2023-09-21 17:41:56+00:00,USD,Victory Drones,NL,19.69
2023-09-22 15:44:49+00:00,EUR,,FR,47.86
2023-09-22 19:25:40+00:00,USD,100 Drones for Ukraine,US,350.0
2023-09-23 10:50:54+00:00,USD,General,CA,298.14
2023-09-23 10:59:53+00:00,USD,Victory Drones,GB,2.97
2023-09-23 11:37:43+00:00,USD,100 Drones for Ukraine,AU,76.72
2023-09-23 16:05:50+00:00,USD,100 Drones for Ukraine,CA,33.29
2023-09-23 18:59:49+00:00,USD,General,IE,196.93
2023-09-24 05:38:44+00:00,USD,General,US,300.0
2023-09-24 07:07:42+00:00,USD,Veteranius,GB,29.53
2023-09-24 15:07:09+00:00,USD,Flight to Recovery,US,50.0
2023-09-24 18:50:26+00:00,USD,100 Drones for Ukraine,US,97.52
2023-09-24 19:47:12+00:00,USD,Victory Drones,US,100.0
2023-09-24 23:51:02+00:00,USD,100 Drones for Ukraine,CA,492.34
2023-09-25 03:05:11+00:00,USD,Mobile Shower Laundry Units,US,10.0
2023-09-27 10:12:19+00:00,USD,General,CY,19.87
2023-09-27 10:53:45+00:00,USD,Victory Drones,US,100.93
2023-09-27 20:48:44+00:00,USD,General,DE,98.46
2023-09-27 21:11:05+00:00,USD,General,UA,4.91
2023-09-28 06:00:07+00:00,USD,100 Drones for Ukraine,US,97.52
2023-09-28 10:26:21+00:00,USD,General,DE,4.960000000000001
2023-09-28 10:50:49+00:00,USD,General,UA,9.93
2023-09-28 10:58:31+00:00,USD,General,DE,24.84
2023-09-28 11:17:14+00:00,USD,General,US,50.47
2023-09-28 11:18:23+00:00,USD,General,DE,149.07
2023-09-28 15:41:57+00:00,USD,,,8000.0
2023-09-29 10:39:28+00:00,USD,General,GB,96.02
2023-09-29 10:59:32+00:00,USD,General,AU,99.38
2023-09-29 15:09:00+00:00,USD,General,SE,9.16
2023-09-29 18:20:15+00:00,GBP,,GB,50.0
2023-09-30 10:16:57+00:00,USD,General,US,195.53
2023-09-30 11:11:02+00:00,USD,General,PL,9.84
2023-09-30 18:49:04+00:00,USD,General,DE,14.760000000000002
2023-10-01 10:30:50+00:00,USD,100 Drones for Ukraine,DE,24.84
2023-10-01 11:19:02+00:00,USD,General,LV,24.610000000000003
2023-10-01 12:44:53+00:00,USD,General,PT,115.32
2023-10-01 13:08:57+00:00,USD,General,DE,4.91
2023-10-01 16:56:01+00:00,USD,Flight to Recovery,US,20.0
2023-10-01 16:58:39+00:00,USD,Mobile Shower Laundry Units,US,20.0
2023-10-01 17:31:12+00:00,USD,General,DE,9.84
2023-10-01 17:36:27+00:00,USD,General,US,30.0
2023-10-01 17:44:16+00:00,USD,Victory Drones,FR,73.36
2023-10-01 23:45:03+00:00,USD,General,GB,39.38
2023-10-02 05:02:27+00:00,USD,General,US,25.0
2023-10-02 05:11:10+00:00,USD,General,US,25.0
2023-10-02 09:28:28+00:00,USD,General,GB,9.84
2023-10-02 10:19:50+00:00,USD,100 Drones for Ukraine,MD,10.93
2023-10-02 11:45:00+00:00,USD,General,MD,11.92
2023-10-02 14:44:26+00:00,USD,100 Drones for Ukraine,GB,59.08
2023-10-02 15:37:25+00:00,USD,General,DE,24.610000000000003
2023-10-02 20:31:50+00:00,USD,General,CA,73.83999999999999
2023-10-02 22:01:31+00:00,USD,General,BE,98.46
2023-10-02 23:43:30+00:00,USD,General,US,50.0
2023-10-03 10:56:40+00:00,USD,General,PL,29.81
2023-10-03 19:41:43+00:00,USD,General,PL,49.23
2023-10-04 10:02:07+00:00,USD,Flight to Recovery,AU,99.38
2023-10-04 10:58:10+00:00,USD,Victory Drones,AU,99.38
2023-10-04 11:03:54+00:00,USD,Flight to Recovery,US,50.47
2023-10-04 13:46:17+00:00,USD,General,PT,9.16
2023-10-04 15:41:33+00:00,USD,100 Drones for Ukraine,UA,157.55
2023-10-05 23:51:27+00:00,USD,100 Drones for Ukraine,US,146.52
2023-10-06 10:41:27+00:00,USD,General,PL,49.23
2023-10-06 11:47:42+00:00,USD,General,DE,4.34
2023-10-06 14:13:35+00:00,USD,General,DE,4.34
2023-10-06 17:08:18+00:00,USD,General,US,50.0
2023-10-06 18:49:03+00:00,USD,General,US,50.0
2023-10-06 21:35:47+00:00,USD,General,US,25.0
2023-10-07 07:21:43+00:00,USD,General,GB,47.76
2023-10-07 10:40:28+00:00,USD,General,US,25.24
2023-10-07 11:21:06+00:00,USD,General,DE,69.0
2023-10-07 18:19:02+00:00,USD,General,US,979.61
2023-10-07 20:58:44+00:00,USD,General,US,100.0
2023-10-08 16:32:31+00:00,USD,General,US,100.0
2023-10-08 17:40:55+00:00,USD,General,ES,49.23
2023-10-09 01:09:02+00:00,USD,100 Drones for Ukraine,US,200.0
2023-10-09 17:28:21+00:00,USD,100 Drones for Ukraine,CA,196.93
2023-10-09 18:35:09+00:00,USD,100 Drones for Ukraine,US,31.85
2023-10-09 21:08:31+00:00,USD,General,DE,28.46
2023-10-10 10:30:38+00:00,USD,General,DE,29.81
2023-10-10 17:05:38+00:00,USD,General,IT,28.46
2023-10-10 20:05:51+00:00,USD,100 Drones for Ukraine,DE,49.23
2023-10-10 20:37:14+00:00,USD,,FR,96.2
2023-10-11 10:22:37+00:00,USD,General,US,100.93
2023-10-11 11:07:34+00:00,USD,General,IT,18.81
2023-10-11 11:25:28+00:00,USD,General,MX,4.960000000000001
2023-10-11 11:32:07+00:00,USD,General,DE,23.64
2023-10-11 11:36:59+00:00,USD,General,FI,47.76
2023-10-12 10:54:36+00:00,USD,General,US,50.47
2023-10-12 13:21:20+00:00,USD,General,US,2939.81
2023-10-13 10:13:51+00:00,USD,General,US,25.24
2023-10-13 10:36:32+00:00,USD,General,US,50.47
2023-10-13 10:46:56+00:00,USD,General,DE,29.53
2023-10-13 11:37:45+00:00,USD,General,GB,47.76
2023-10-13 13:04:46+00:00,USD,General,US,50.0
2023-10-14 00:37:34+00:00,USD,General,US,195.53
2023-10-14 08:51:31+00:00,USD,General,FR,207.76
2023-10-14 09:59:51+00:00,USD,General,DE,9.16
2023-10-14 12:49:39+00:00,USD,General,IT,47.76
2023-10-14 17:02:49+00:00,USD,General,UA,98.46
2023-10-14 19:43:46+00:00,USD,General,US,50.0
2023-10-15 01:59:06+00:00,USD,General,US,391.55
2023-10-15 07:52:49+00:00,USD,General,FR,24.610000000000003
2023-10-15 23:10:24+00:00,USD,100 Drones for Ukraine,US,100.0
2023-10-16 00:05:55+00:00,USD,Flight to Recovery,US,10.0
2023-10-16 04:44:50+00:00,USD,General,CA,18.81
2023-10-16 11:18:58+00:00,USD,General,DE,99.38
2023-10-16 11:32:54+00:00,USD,General,EE,20.95
2023-10-16 13:46:54+00:00,USD,General,FR,49.23
2023-10-16 19:11:08+00:00,USD,General,PL,96.02
2023-10-17 10:15:48+00:00,USD,General,CA,14.9
2023-10-17 11:12:22+00:00,USD,Victory Drones,GB,2.97
2023-10-17 14:05:25+00:00,USD,General,IT,17.720000000000002
2023-10-17 18:27:21+00:00,USD,100 Drones for Ukraine,CA,295.4
2023-10-17 18:36:55+00:00,USD,General,US,100.0
2023-10-18 01:06:45+00:00,USD,General,US,50.0
2023-10-18 01:24:35+00:00,USD,General,US,24.01
2023-10-18 03:13:21+00:00,USD,General,US,97.52
2023-10-18 15:24:03+00:00,USD,100 Drones for Ukraine,UA,157.55
2023-10-18 18:39:27+00:00,USD,General,GE,38.11
2023-10-19 07:21:07+00:00,USD,General,PL,34.46
2023-10-19 10:05:57+00:00,USD,General,DE,49.23
2023-10-19 10:23:47+00:00,USD,General,UA,47.7
2023-10-19 10:28:56+00:00,USD,General,GB,9.93
2023-10-19 10:32:10+00:00,USD,General,PL,19.87
2023-10-19 11:15:08+00:00,USD,100 Drones for Ukraine,CY,18.81
2023-10-19 11:41:26+00:00,USD,General,DE,38.5
2023-10-19 12:40:20+00:00,USD,General,US,636.57
2023-10-19 21:55:14+00:00,USD,General,CA,18.81
2023-10-20 10:18:40+00:00,USD,General,UA,9.16
2023-10-20 10:59:48+00:00,USD,General,US,70.08
2023-10-20 11:14:13+00:00,USD,General,CA,9.16
2023-10-21 02:55:28+00:00,USD,General,US,100.0
2023-10-21 03:05:56+00:00,USD,General,US,97.52
2023-10-21 05:42:06+00:00,USD,General,IT,28.46
2023-10-21 11:07:03+00:00,USD,General,SE,23.63
2023-10-21 11:08:44+00:00,USD,General,US,50.47
2023-10-21 11:32:13+00:00,USD,General,PL,24.84
2023-10-21 19:47:18+00:00,USD,General,FR,295.4
2023-10-22 03:59:33+00:00,USD,100 Drones for Ukraine,GB,96.02
2023-10-22 10:42:10+00:00,USD,100 Drones for Ukraine,IE,196.93
2023-10-22 10:45:55+00:00,USD,General,CY,19.87
2023-10-22 16:31:30+00:00,USD,General,US,100.0
2023-10-22 16:34:18+00:00,USD,100 Drones for Ukraine,US,100.0
2023-10-22 17:32:11+00:00,USD,General,UA,147.70000000000002
2023-10-23 01:17:20+00:00,USD,General,CA,49.23
2023-10-23 10:28:26+00:00,USD,Victory Drones,GB,2.97
2023-10-23 10:42:55+00:00,USD,General,CA,298.14
2023-10-23 17:42:07+00:00,USD,General,DE,19.69
2023-10-23 19:31:09+00:00,USD,Victory Drones,UA,19.69
2023-10-24 00:46:45+00:00,USD,General,AU,18.81
2023-10-24 10:16:03+00:00,USD,Flight to Recovery,US,50.0
2023-10-24 13:11:44+00:00,USD,General,NL,47.76
2023-10-26 21:17:18+00:00,USD,100 Drones for Ukraine,DE,23.64
2023-10-27 00:40:45+00:00,USD,General,US,30.0
2023-10-27 01:23:44+00:00,USD,General,US,50.0
2023-10-27 08:39:03+00:00,USD,General,NL,196.93
2023-10-27 11:25:31+00:00,USD,Victory Drones,US,100.93
2023-10-27 13:19:38+00:00,USD,General,US,28.91
2023-10-27 14:33:58+00:00,USD,,DE,9.26
2023-10-27 19:17:20+00:00,USD,General,DE,49.23
2023-10-28 10:24:57+00:00,USD,General,DE,24.84
2023-10-28 10:53:44+00:00,USD,General,UA,9.93
2023-10-28 10:54:16+00:00,USD,General,DE,4.960000000000001
2023-10-28 11:12:55+00:00,USD,General,DE,149.07
2023-10-28 11:28:47+00:00,USD,General,US,50.47
2023-10-28 15:45:26+00:00,USD,Mobile Shower Laundry Units,DE,23.64
2023-10-28 15:49:06+00:00,USD,Flight to Recovery,DE,23.64
2023-10-28 15:51:05+00:00,USD,100 Drones for Ukraine,DE,18.81
2023-10-29 07:30:57+00:00,USD,General,UA,9.84
2023-10-29 11:18:04+00:00,USD,General,AU,99.38
2023-10-29 17:20:46+00:00,USD,General,DE,18.81
2023-10-29 22:34:57+00:00,USD,100 Drones for Ukraine,CA,73.83999999999999
2023-10-30 13:13:27+00:00,USD,,,13800.0
2023-10-30 16:07:47+00:00,USD,General,US,50.0
2023-10-31 10:08:39+00:00,USD,General,US,195.53
2023-10-31 13:48:11+00:00,USD,General,NL,984.68
2023-10-31 15:50:39+00:00,USD,Mobile Shower Laundry Units,US,9.31
2023-10-31 20:15:27+00:00,USD,Victory Drones,IT,98.46
2023-11-01 10:30:09+00:00,USD,100 Drones for Ukraine,DE,24.84
2023-11-01 23:44:33+00:00,USD,General,US,34.79
2023-11-02 03:58:54+00:00,USD,General,US,489.56
2023-11-02 10:30:05+00:00,USD,General,MD,11.92
2023-11-02 10:37:30+00:00,USD,General,GB,47.76
2023-11-02 11:03:07+00:00,USD,100 Drones for Ukraine,MD,10.93
2023-11-02 11:20:03+00:00,USD,General,BE,98.46
2023-11-02 11:32:04+00:00,USD,General,US,50.0
2023-11-02 12:31:32+00:00,USD,General,DE,9.84
2023-11-02 16:49:57+00:00,USD,General,PL,49.23
2023-11-02 18:15:10+00:00,USD,General,US,300.0
2023-11-02 19:02:20+00:00,USD,100 Drones for Ukraine,NL,98.46
2023-11-02 23:32:23+00:00,USD,General,FR,9.84
2023-11-03 09:38:38+00:00,USD,General,UA,98.46
2023-11-03 10:31:10+00:00,USD,General,PL,29.81
2023-11-03 12:48:23+00:00,USD,100 Drones for Ukraine,DE,33.29
2023-11-03 20:07:50+00:00,USD,100 Drones for Ukraine,US,97.52
2023-11-04 11:07:55+00:00,USD,Victory Drones,AU,99.38
2023-11-04 11:16:00+00:00,USD,Flight to Recovery,AU,99.38
2023-11-04 11:17:08+00:00,USD,Flight to Recovery,US,50.47
2023-11-04 17:05:53+00:00,USD,100 Drones for Ukraine,US,50.0
2023-11-04 17:51:54+00:00,USD,Mobile Shower Laundry Units,US,48.51
2023-11-04 19:40:52+00:00,USD,General,US,48.51
2023-11-04 20:05:25+00:00,USD,100 Drones for Ukraine,NL,118.16
2023-11-04 20:08:09+00:00,USD,Mobile Shower Laundry Units,NL,96.49
2023-11-04 23:40:48+00:00,USD,100 Drones for Ukraine,US,146.52
2023-11-05 00:16:09+00:00,USD,100 Drones for Ukraine,CA,393.87
2023-11-05 01:16:04+00:00,USD,Mobile Shower Laundry Units,US,200.0
2023-11-05 02:06:46+00:00,USD,100 Drones for Ukraine,US,97.52
2023-11-05 03:59:45+00:00,USD,100 Drones for Ukraine,CA,14.760000000000002
2023-11-05 04:10:50+00:00,USD,Mobile Shower Laundry Units,CA,13.99
2023-11-05 11:48:28+00:00,USD,100 Drones for Ukraine,DE,14.760000000000002
2023-11-05 12:30:50+00:00,USD,General,LV,9.84
2023-11-05 13:16:46+00:00,USD,Mobile Shower Laundry Units,US,489.56
2023-11-05 16:05:03+00:00,USD,100 Drones for Ukraine,US,97.52
2023-11-06 06:38:05+00:00,USD,General,US,50.0
2023-11-06 11:32:18+00:00,USD,General,DE,4.34
2023-11-06 11:49:42+00:00,USD,General,IE,96.02
2023-11-06 14:31:26+00:00,USD,100 Drones for Ukraine,US,100.0
2023-11-06 16:39:25+00:00,USD,General,CA,98.46
2023-11-06 18:54:50+00:00,USD,,DE,30.57
2023-11-06 20:08:41+00:00,USD,General,US,100.0
2023-11-07 10:27:52+00:00,USD,General,US,25.24
2023-11-07 12:10:05+00:00,USD,General,DE,69.0
2023-11-07 15:29:08+00:00,USD,General,US,50.0
2023-11-07 16:53:41+00:00,USD,General,CZ,14.760000000000002
2023-11-07 20:05:30+00:00,USD,General,DE,29.53
2023-11-08 00:18:08+00:00,USD,Mobile Shower Laundry Units,US,24.01
2023-11-08 01:14:55+00:00,USD,General,US,587.57
2023-11-08 14:41:57+00:00,USD,Mobile Shower Laundry Units,US,24.01
2023-11-08 17:38:35+00:00,USD,General,DE,492.34
2023-11-08 20:00:52+00:00,USD,General,DE,4.34
2023-11-09 01:16:00+00:00,USD,100 Drones for Ukraine,CA,196.93
2023-11-09 15:48:46+00:00,USD,General,US,50.0
2023-11-09 15:59:11+00:00,USD,Flight to Recovery,DE,18.81
2023-11-10 07:53:25+00:00,USD,Mobile Shower Laundry Units,DE,9.16
2023-11-10 09:52:33+00:00,USD,General,FR,49.23
2023-11-10 11:07:25+00:00,USD,General,DE,29.81
2023-11-10 16:40:33+00:00,USD,Mobile Shower Laundry Units,US,244.53
2023-11-10 17:08:38+00:00,USD,General,CA,49.23
2023-11-10 19:13:19+00:00,USD,Mobile Shower Laundry Units,CA,96.02
2023-11-10 19:25:06+00:00,USD,General,US,100.0
2023-11-10 20:02:26+00:00,USD,Mobile Shower Laundry Units,GB,47.76
2023-11-11 00:37:34+00:00,USD,Mobile Shower Laundry Units,CA,385.55
2023-11-11 10:14:34+00:00,USD,General,FI,47.76
2023-11-11 10:25:05+00:00,USD,General,MX,4.960000000000001
2023-11-11 11:00:48+00:00,USD,General,DE,23.64
2023-11-11 11:30:52+00:00,USD,General,US,100.93
2023-11-11 11:36:56+00:00,USD,General,IT,18.81
2023-11-11 22:44:00+00:00,USD,100 Drones for Ukraine,US,97.52
2023-11-12 11:29:56+00:00,USD,General,US,50.47
2023-11-12 22:51:49+00:00,USD,General,US,34.79
2023-11-13 00:19:59+00:00,USD,Flight to Recovery,US,50.0
2023-11-13 08:37:38+00:00,USD,General,NO,29.53
2023-11-13 09:32:17+00:00,USD,General,UA,1969.39
2023-11-13 10:24:40+00:00,USD,General,GB,47.76
2023-11-13 10:34:51+00:00,USD,General,US,25.24
2023-11-13 16:55:59+00:00,USD,General,US,100.0
2023-11-14 02:33:39+00:00,USD,General,US,500.0
2023-11-14 19:46:34+00:00,USD,100 Drones for Ukraine,UA,9.84
2023-11-14 20:53:04+00:00,USD,General,DE,9.84
2023-11-15 12:51:57+00:00,USD,General,DE,344.64
2023-11-15 21:58:31+00:00,USD,General,PL,29.53
2023-11-16 01:59:16+00:00,USD,General,AU,19.69
2023-11-16 10:14:10+00:00,USD,General,PL,96.02
2023-11-16 10:30:53+00:00,USD,General,EE,20.95
2023-11-16 11:28:58+00:00,USD,General,DE,99.38
2023-11-17 10:11:20+00:00,USD,Victory Drones,GB,2.97
2023-11-17 14:15:15+00:00,USD,General,DE,14.760000000000002
2023-11-17 14:35:13+00:00,USD,,,11500.0
2023-11-17 17:08:52+00:00,USD,Mobile Shower Laundry Units,US,48.51
2023-11-17 20:25:47+00:00,USD,General,EE,47.76
2023-11-17 22:24:33+00:00,USD,Mobile Shower Laundry Units,US,9.31
2023-11-17 22:44:07+00:00,USD,Mobile Shower Laundry Units,CA,675.08
2023-11-18 00:45:38+00:00,USD,General,US,20.0
2023-11-18 12:28:28+00:00,USD,Mobile Shower Laundry Units,US,48.51
2023-11-18 12:34:16+00:00,USD,General,DK,18.81
2023-11-18 22:38:07+00:00,USD,General,DE,47.76
2023-11-18 23:04:10+00:00,USD,General,DE,98.46
2023-11-18 23:23:13+00:00,USD,General,US,200.0
2023-11-19 04:26:29+00:00,USD,General,US,9.31
2023-11-19 10:01:04+00:00,USD,100 Drones for Ukraine,CY,18.81
2023-11-19 10:27:21+00:00,USD,General,GB,9.93
2023-11-19 10:52:36+00:00,USD,General,UA,47.7
2023-11-19 11:19:52+00:00,USD,General,PL,19.87
2023-11-19 15:06:54+00:00,USD,General,UA,9.16
2023-11-20 02:25:46+00:00,USD,General,US,50.0
2023-11-20 09:51:55+00:00,USD,General,DE,29.53
2023-11-20 09:57:01+00:00,USD,General,IT,9.84
2023-11-20 10:24:08+00:00,USD,General,CA,9.16
2023-11-20 10:40:31+00:00,USD,General,US,70.08
2023-11-20 10:46:54+00:00,USD,General,UA,9.16
2023-11-20 11:13:22+00:00,USD,General,US,97.52
2023-11-20 14:05:31+00:00,USD,100 Drones for Ukraine,AT,19.69
2023-11-20 20:34:15+00:00,USD,100 Drones for Ukraine,FR,34.46
2023-11-21 10:06:18+00:00,USD,General,PL,24.84
2023-11-21 10:08:27+00:00,USD,General,US,50.47
2023-11-21 10:25:39+00:00,USD,General,PL,34.46
2023-11-21 10:59:19+00:00,USD,General,SE,23.63
2023-11-21 11:52:43+00:00,USD,General,US,250.0
2023-11-21 20:33:06+00:00,USD,General,IT,9.16
2023-11-22 02:07:56+00:00,USD,General,DE,9.16
2023-11-22 02:09:29+00:00,USD,100 Drones for Ukraine,DE,9.16
2023-11-22 04:07:18+00:00,USD,General,US,500.0
2023-11-22 10:04:39+00:00,USD,General,CY,19.87
2023-11-22 16:07:06+00:00,USD,100 Drones for Ukraine,UA,157.55
2023-11-23 10:06:54+00:00,USD,General,US,50.47
2023-11-23 10:30:39+00:00,USD,Victory Drones,GB,2.97
2023-11-23 10:34:18+00:00,USD,General,CA,298.14
2023-11-23 12:21:24+00:00,USD,General,US,500.0
2023-11-23 15:35:44+00:00,USD,General,US,50.0
2023-11-23 16:08:37+00:00,USD,General,DE,28.46
2023-11-23 21:07:06+00:00,USD,General,UA,78.76
2023-11-24 10:16:24+00:00,USD,Flight to Recovery,US,50.0
2023-11-24 10:50:52+00:00,USD,Victory Drones,US,97.52
2023-11-24 14:28:47+00:00,USD,General,US,10000.0
2023-11-24 19:12:14+00:00,USD,100 Drones for Ukraine,US,25.0
2023-11-25 08:35:16+00:00,USD,100 Drones for Ukraine,GB,49.23
2023-11-25 10:48:04+00:00,USD,General,GB,590.81
2023-11-25 13:31:35+00:00,USD,100 Drones for Ukraine,DE,196.93
2023-11-25 17:29:03+00:00,USD,General,DE,9.84
2023-11-25 17:41:32+00:00,USD,General,IT,18.71
2023-11-25 18:54:14+00:00,USD,General,PL,29.53
2023-11-26 04:27:15+00:00,USD,General,US,100.0
2023-11-26 14:18:31+00:00,USD,General,GB,19.69
2023-11-26 19:12:10+00:00,USD,Mobile Shower Laundry Units,NL,96.02
2023-11-26 19:28:18+00:00,USD,General,FR,196.93
2023-11-26 23:40:50+00:00,USD,General,US,28.91
2023-11-27 01:53:49+00:00,USD,General,US,100.0
2023-11-27 10:41:22+00:00,USD,Victory Drones,US,100.93
2023-11-27 19:03:27+00:00,USD,General,UA,49.23
2023-11-27 19:47:17+00:00,USD,General,NL,50.66
2023-11-27 22:02:28+00:00,USD,General,CA,984.68
2023-11-28 00:04:21+00:00,USD,Mobile Shower Laundry Units,US,19.11
2023-11-28 10:53:57+00:00,USD,General,DE,149.07
2023-11-28 11:06:56+00:00,USD,General,US,50.47
2023-11-28 11:16:09+00:00,USD,General,DE,24.84
2023-11-28 11:32:29+00:00,USD,General,UA,9.93
2023-11-28 11:35:29+00:00,USD,General,DE,4.960000000000001
2023-11-28 16:08:56+00:00,USD,100 Drones for Ukraine,CA,98.46
2023-11-28 18:08:00+00:00,USD,General,US,20.0
2023-11-28 19:07:36+00:00,USD,Mobile Shower Laundry Units,US,48.51
2023-11-28 20:26:56+00:00,USD,Mobile Shower Laundry Units,US,97.52
2023-11-29 01:34:16+00:00,USD,Mobile Shower Laundry Units,US,24.01
2023-11-29 07:03:18+00:00,USD,Mobile Shower Laundry Units,UA,9.16
2023-11-29 10:08:31+00:00,USD,Flight to Recovery,PL,9.84
2023-11-29 10:11:37+00:00,USD,Mobile Shower Laundry Units,PL,9.16
2023-11-29 10:17:05+00:00,USD,100 Drones for Ukraine,PL,9.84
2023-11-29 11:15:08+00:00,USD,General,AU,99.38
2023-11-29 12:01:23+00:00,USD,Victory Drones,NL,47.76
2023-11-29 12:44:13+00:00,USD,,,17500.0
2023-11-29 14:27:09+00:00,EUR,,,47.86
2023-11-29 14:27:09+00:00,USD,,,51.02
2023-11-29 14:27:29+00:00,GBP,,,50.0
2023-11-29 14:27:29+00:00,USD,,,61.44
2023-11-29 16:06:43+00:00,USD,100 Drones for Ukraine,UA,157.55
2023-11-29 16:16:42+00:00,USD,100 Drones for Ukraine,DE,47.76
2023-11-30 00:28:59+00:00,USD,General,US,53.42
2023-11-30 10:21:51+00:00,USD,General,US,195.53
2023-11-30 16:14:12+00:00,USD,General,UA,5.3
2023-11-30 18:31:28+00:00,EUR,,DK,24.27
2023-11-30 20:50:36+00:00,USD,General,CA,147.70000000000002
2023-12-01 10:29:48+00:00,USD,100 Drones for Ukraine,DE,24.84
2023-12-01 13:30:20+00:00,USD,General,US,50.0
2023-12-01 15:15:12+00:00,USD,General,DE,39.38
2023-12-01 15:42:10+00:00,USD,Mobile Shower Laundry Units,US,587.57
2023-12-01 18:24:02+00:00,USD,General,US,50.0
2023-12-01 20:12:53+00:00,USD,100 Drones for Ukraine,FR,49.23
2023-12-02 10:04:08+00:00,USD,General,BE,98.46
2023-12-02 10:19:43+00:00,USD,General,MD,11.92
2023-12-02 10:19:44+00:00,USD,General,US,50.0
2023-12-02 11:31:01+00:00,USD,General,DE,9.84
2023-12-02 11:44:47+00:00,USD,100 Drones for Ukraine,MD,10.93
2023-12-02 15:39:52+00:00,USD,General,US,20.0
2023-12-02 15:48:12+00:00,USD,General,US,45.0
2023-12-02 15:59:25+00:00,USD,General,US,9.31
2023-12-02 16:22:24+00:00,USD,100 Drones for Ukraine,US,33.81
2023-12-02 16:35:10+00:00,USD,General,US,40.0
2023-12-02 17:11:18+00:00,USD,,US,33.81
2023-12-02 18:54:12+00:00,USD,General,US,68.12
2023-12-02 19:38:37+00:00,USD,General,US,14.21
2023-12-02 19:39:43+00:00,USD,Mobile Shower Laundry Units,US,979.61
2023-12-02 22:57:08+00:00,USD,General,DE,19.69
2023-12-03 10:37:13+00:00,USD,General,PL,29.81
