Date,Currency,Category,Country,Amount
2023-07-14 17:56:21+00:00,USD,General,US,193.73
2023-07-14 22:52:09+00:00,USD,General,US,820.0
2023-07-15 00:25:00+00:00,USD,General,CA,49.22
2023-07-15 01:24:43+00:00,USD,General,US,50.0
2023-07-15 13:56:29+00:00,USD,General,US,50.0
2023-07-15 16:44:17+00:00,USD,General,US,48.06
2023-07-15 17:53:48+00:00,USD,General,US,4.37
2023-07-15 20:45:31+00:00,USD,,US,33.95
2023-07-15 20:57:06+00:00,USD,General,US,38.35
2023-07-15 22:24:46+00:00,USD,General,US,96.62
2023-07-16 10:16:27+00:00,USD,General,EE,20.75
2023-07-16 13:10:34+00:00,USD,General,DE,98.45
2023-07-16 17:23:34+00:00,USD,100 Drones for Ukraine,DE,29.53
2023-07-16 17:54:53+00:00,USD,General,DE,95.12
2023-07-16 23:32:36+00:00,USD,General,US,290.84
2023-07-16 23:36:16+00:00,USD,General,US,18.93
2023-07-17 03:44:26+00:00,USD,,,6000.0
2023-07-17 06:41:21+00:00,USD,General,UA,98.45
2023-07-17 11:08:12+00:00,USD,Victory Drones,GB,2.94
2023-07-17 16:58:59+00:00,USD,General,DE,573.17
2023-07-18 00:29:35+00:00,USD,100 Drones for Ukraine,US,290.84
2023-07-18 01:21:03+00:00,USD,General,CA,196.91
2023-07-18 01:55:37+00:00,USD,,,2000.0
2023-07-18 20:51:05+00:00,USD,General,ES,9.84
2023-07-19 08:37:04+00:00,USD,General,DE,18.63
2023-07-19 08:49:58+00:00,USD,General,DE,23.41
2023-07-19 08:52:14+00:00,USD,100 Drones for Ukraine,FR,19.68
2023-07-19 11:32:56+00:00,USD,General,UA,47.25
2023-07-19 13:26:04+00:00,USD,General,MT,29.53
2023-07-19 19:10:51+00:00,USD,General,AU,13.85
2023-07-19 19:56:21+00:00,USD,General,DE,98.45
2023-07-19 20:01:48+00:00,USD,General,FR,295.36
2023-07-19 20:05:48+00:00,USD,General,US,50.0
2023-07-19 20:13:24+00:00,USD,General,US,96.62
2023-07-19 21:52:08+00:00,USD,General,GB,9.84
2023-07-19 22:13:53+00:00,USD,General,PL,49.22
2023-07-19 23:12:01+00:00,USD,General,ES,32.97
2023-07-19 23:33:06+00:00,USD,General,DE,98.45
2023-07-20 00:07:28+00:00,USD,General,US,500.0
2023-07-20 01:25:17+00:00,USD,General,US,100.0
2023-07-20 03:00:10+00:00,USD,General,US,100.0
2023-07-20 03:42:13+00:00,USD,General,US,9.22
2023-07-20 11:01:44+00:00,USD,General,CA,9.07
2023-07-20 15:00:25+00:00,USD,General,GB,47.31
2023-07-20 15:09:23+00:00,USD,General,US,200.0
2023-07-20 16:07:01+00:00,USD,General,CA,98.45
2023-07-20 18:03:11+00:00,USD,General,DE,9.07
2023-07-20 19:03:32+00:00,USD,General,IT,49.22
2023-07-20 20:19:54+00:00,USD,General,DE,19.68
2023-07-21 00:09:44+00:00,USD,General,PL,19.68
2023-07-21 06:35:50+00:00,USD,General,DE,9.84
2023-07-21 10:40:41+00:00,USD,General,PL,24.61
2023-07-21 11:26:07+00:00,USD,General,US,50.0
2023-07-21 13:43:58+00:00,USD,100 Drones for Ukraine,US,193.73
2023-07-21 14:43:43+00:00,USD,General,IT,95.12
2023-07-21 16:41:30+00:00,USD,General,CH,95.12
2023-07-21 18:12:52+00:00,USD,100 Drones for Ukraine,CA,492.26
2023-07-21 19:20:52+00:00,USD,General,US,300.0
2023-07-21 20:10:13+00:00,USD,General,GB,19.68
2023-07-21 22:19:07+00:00,USD,General,CA,49.22
2023-07-22 05:27:37+00:00,USD,General,GB,95.12
2023-07-22 05:29:16+00:00,USD,100 Drones for Ukraine,BG,47.31
2023-07-22 07:05:48+00:00,USD,General,SE,39.37
2023-07-22 09:38:35+00:00,USD,General,CA,246.13
2023-07-22 10:21:05+00:00,USD,General,UA,47.31
2023-07-22 10:27:30+00:00,USD,General,NO,19.68
2023-07-22 11:17:26+00:00,USD,General,DE,9.84
2023-07-22 12:27:55+00:00,USD,100 Drones for Ukraine,PL,9.07
2023-07-22 14:55:49+00:00,USD,General,US,500.0
2023-07-22 17:48:33+00:00,USD,General,GB,147.68
2023-07-22 18:12:01+00:00,USD,General,DE,9.84
2023-07-22 18:41:21+00:00,USD,General,UA,49.22
2023-07-23 10:12:09+00:00,USD,General,US,96.62
2023-07-23 12:05:58+00:00,USD,General,GB,29.53
2023-07-23 12:41:30+00:00,USD,General,DE,49.22
2023-07-23 14:41:28+00:00,USD,General,GB,95.12
2023-07-23 15:13:07+00:00,USD,General,UA,20.67
2023-07-23 16:26:33+00:00,USD,General,UA,10.82
2023-07-23 16:45:53+00:00,USD,General,US,48.06
2023-07-23 19:49:44+00:00,USD,General,US,50.0
2023-07-23 20:34:59+00:00,USD,,,5000.0
2023-07-23 21:34:08+00:00,USD,Victory Drones,GB,2.94
2023-07-23 21:39:48+00:00,USD,General,DE,49.22
2023-07-24 00:03:15+00:00,USD,General,US,9.22
2023-07-24 00:45:25+00:00,USD,General,US,48.06
2023-07-24 06:37:58+00:00,USD,100 Drones for Ukraine,NL,98.45
2023-07-24 09:33:06+00:00,USD,General,CH,98.45
2023-07-24 10:27:34+00:00,USD,General,ES,47.31
2023-07-24 11:16:31+00:00,USD,General,ES,47.31
2023-07-24 13:44:24+00:00,USD,General,FR,14.76
2023-07-24 14:26:33+00:00,USD,General,US,96.62
2023-07-24 19:10:51+00:00,USD,100 Drones for Ukraine,US,200.0
2023-07-24 19:13:44+00:00,USD,General,DE,19.68
2023-07-24 19:28:01+00:00,USD,General,PT,49.22
2023-07-24 20:13:51+00:00,USD,General,CA,276.61
2023-07-24 20:28:05+00:00,USD,General,UA,9.84
2023-07-24 21:08:21+00:00,USD,100 Drones for Ukraine,DE,29.53
2023-07-25 00:00:42+00:00,USD,General,DE,13.85
2023-07-25 02:31:31+00:00,USD,100 Drones for Ukraine,US,100.0
2023-07-25 04:45:45+00:00,USD,General,UA,9.84
2023-07-25 05:44:53+00:00,USD,General,US,50.0
2023-07-25 12:28:27+00:00,USD,General,AE,295.36
2023-07-25 12:32:10+00:00,GBP,,GB,102.61
2023-07-25 13:20:49+00:00,USD,General,US,48.06
2023-07-25 13:33:50+00:00,USD,General,US,30.0
2023-07-25 15:24:18+00:00,USD,General,US,20.0
2023-07-25 17:49:35+00:00,USD,General,DE,4.91
2023-07-25 19:41:47+00:00,USD,General,UA,9.07
2023-07-25 20:33:03+00:00,USD,General,US,100.0
2023-07-26 06:06:10+00:00,USD,General,UA,9.84
2023-07-26 13:21:21+00:00,USD,General,US,50.0
2023-07-26 16:37:38+00:00,USD,General,IT,47.31
2023-07-26 16:44:25+00:00,USD,General,US,3000.0
2023-07-26 18:04:52+00:00,USD,General,UA,9.84
2023-07-26 18:35:09+00:00,USD,General,PL,47.31
2023-07-26 19:46:32+00:00,USD,General,NL,98.45
2023-07-27 01:43:07+00:00,USD,General,US,96.62
2023-07-27 03:36:52+00:00,USD,General,US,100.0
2023-07-27 10:56:43+00:00,USD,Victory Drones,US,100.0
2023-07-27 14:50:50+00:00,USD,General,IE,47.31
2023-07-27 15:20:53+00:00,USD,General,CA,23.41
2023-07-27 15:24:22+00:00,USD,General,CA,29.53
2023-07-27 15:27:45+00:00,GBP,,,102.61
2023-07-27 15:27:45+00:00,USD,,,128.13
2023-07-27 15:53:45+00:00,USD,General,DE,24.61
2023-07-27 17:18:07+00:00,USD,General,US,96.62
2023-07-27 20:36:39+00:00,USD,General,NL,95.12
2023-07-27 21:24:49+00:00,USD,General,DE,196.91
2023-07-27 22:05:24+00:00,USD,General,US,50.0
2023-07-27 22:22:41+00:00,USD,General,US,5.0
2023-07-28 00:30:32+00:00,USD,General,US,48.06
2023-07-28 01:13:26+00:00,USD,General,US,193.73
2023-07-28 01:24:22+00:00,USD,General,US,30.0
2023-07-28 01:36:45+00:00,USD,General,US,200.0
2023-07-28 02:14:00+00:00,USD,General,US,100.0
2023-07-28 02:59:59+00:00,USD,100 Drones for Ukraine,US,100.0
2023-07-28 03:02:49+00:00,USD,100 Drones for Ukraine,US,100.0
2023-07-28 03:20:48+00:00,USD,General,CA,95.12
2023-07-28 04:23:05+00:00,USD,General,CA,295.36
2023-07-28 06:06:22+00:00,USD,General,CA,49.22
2023-07-28 10:21:16+00:00,USD,General,DE,4.91
2023-07-28 10:23:22+00:00,USD,General,UA,9.84
2023-07-28 10:31:17+00:00,USD,General,US,50.0
2023-07-28 10:46:43+00:00,USD,General,DE,24.61
2023-07-28 13:14:35+00:00,USD,General,DE,98.45
2023-07-28 14:32:52+00:00,USD,General,PL,49.22
2023-07-28 15:21:54+00:00,USD,General,US,30.0
2023-07-28 16:00:26+00:00,USD,General,US,50.0
2023-07-28 16:08:30+00:00,USD,General,CA,98.45
2023-07-28 17:17:56+00:00,USD,General,CA,29.53
2023-07-28 17:44:41+00:00,USD,General,US,10.0
2023-07-28 20:56:22+00:00,USD,Victory Drones,UA,9.84
2023-07-28 21:55:35+00:00,USD,General,IT,98.45
2023-07-28 22:01:27+00:00,USD,General,US,100.0
2023-07-29 06:48:34+00:00,USD,General,UA,286.34
2023-07-29 11:02:54+00:00,USD,General,GB,142.92
2023-07-29 13:50:48+00:00,USD,General,AU,98.45
2023-07-29 14:22:31+00:00,USD,General,UA,9.84
2023-07-29 20:12:48+00:00,USD,Victory Drones,NL,56.88
2023-07-29 21:19:53+00:00,USD,General,US,96.62
2023-07-30 04:42:15+00:00,USD,General,US,290.84
2023-07-30 07:58:46+00:00,USD,Victory Drones,UA,9.84
2023-07-30 08:30:02+00:00,USD,Victory Drones,NL,59.07
2023-07-30 12:32:28+00:00,USD,Mobile Shower Laundry Units,NL,28.19
2023-07-30 17:53:35+00:00,USD,Mobile Shower Laundry Units,CA,295.36
2023-07-30 19:06:54+00:00,USD,General,DE,49.22
2023-07-30 20:04:21+00:00,USD,General,US,96.62
2023-07-30 22:43:02+00:00,USD,General,SE,196.91
2023-07-31 03:05:40+00:00,USD,,,9600.0
2023-07-31 06:24:52+00:00,USD,General,US,48.06
2023-07-31 11:27:01+00:00,USD,General,AU,196.91
2023-07-31 17:13:39+00:00,USD,General,GB,5.9
2023-08-01 09:48:08+00:00,USD,General,UA,98.45
2023-08-01 12:34:00+00:00,USD,100 Drones for Ukraine,DE,24.61
2023-08-01 13:23:06+00:00,USD,General,LV,42.53
2023-08-01 13:45:18+00:00,USD,General,PT,98.45
2023-08-01 14:31:35+00:00,USD,General,CA,9.07
2023-08-01 19:22:06+00:00,USD,General,US,970.61
2023-08-01 19:49:14+00:00,USD,General,FR,984.54
2023-08-01 19:55:48+00:00,USD,General,US,25.0
2023-08-01 20:43:56+00:00,USD,Victory Drones,FR,9.84
2023-08-01 23:39:46+00:00,USD,General,CA,209.85
2023-08-02 03:20:04+00:00,USD,General,US,10.0
2023-08-02 04:54:22+00:00,USD,General,UA,2.38
2023-08-02 11:51:18+00:00,USD,,CH,4.78
2023-08-02 12:27:48+00:00,USD,General,DE,147.68
2023-08-02 15:28:24+00:00,USD,100 Drones for Ukraine,US,100.0
2023-08-03 01:22:27+00:00,USD,General,AU,14.76
2023-08-03 01:50:39+00:00,USD,General,US,70.0
2023-08-03 02:13:53+00:00,USD,General,US,25.0
2023-08-03 08:46:38+00:00,USD,General,PL,477.56
2023-08-03 10:53:16+00:00,USD,General,PL,29.53
2023-08-03 13:19:18+00:00,USD,General,SK,18.63
2023-08-03 17:50:08+00:00,USD,General,US,397.66
2023-08-03 18:04:39+00:00,USD,General,CA,39.37
2023-08-04 04:21:08+00:00,USD,100 Drones for Ukraine,US,50.0
2023-08-04 06:52:04+00:00,USD,100 Drones for Ukraine,DE,18.63
2023-08-04 08:28:55+00:00,USD,General,DE,95.12
2023-08-04 09:25:47+00:00,USD,General,DE,18.63
2023-08-04 10:18:27+00:00,USD,Flight to Recovery,AU,98.45
2023-08-04 11:18:55+00:00,USD,Victory Drones,AU,98.45
2023-08-04 11:45:05+00:00,USD,General,DE,19.68
2023-08-04 14:03:45+00:00,USD,General,UA,984.54
2023-08-04 20:24:14+00:00,USD,General,DE,18.63
2023-08-04 21:29:38+00:00,USD,100 Drones for Ukraine,US,48.06
2023-08-04 21:30:37+00:00,USD,Mobile Shower Laundry Units,US,50.0
2023-08-04 21:31:47+00:00,USD,Flight to Recovery,US,50.0
2023-08-04 21:32:23+00:00,USD,Victory Drones,US,100.0
2023-08-04 21:33:21+00:00,USD,Veteranius,US,51.0
2023-08-05 01:23:00+00:00,USD,General,US,100.0
2023-08-05 05:22:13+00:00,USD,General,FI,49.22
2023-08-05 06:13:03+00:00,USD,General,US,50.0
2023-08-05 08:31:24+00:00,USD,General,NL,18.63
2023-08-05 12:18:42+00:00,USD,General,CA,34.459999999999994
2023-08-05 20:36:36+00:00,USD,General,DE,29.53
2023-08-06 09:59:07+00:00,USD,100 Drones for Ukraine,UA,98.45
2023-08-06 10:49:38+00:00,USD,General,DE,4.29
2023-08-06 12:18:31+00:00,USD,General,US,96.62
2023-08-06 18:23:28+00:00,USD,General,DE,29.53
2023-08-07 03:49:59+00:00,USD,100 Drones for Ukraine,CA,196.91
2023-08-07 04:09:14+00:00,USD,,,6400.0
2023-08-07 09:27:05+00:00,USD,General,DE,98.45
2023-08-07 09:44:29+00:00,USD,General,GB,492.26
2023-08-07 10:19:45+00:00,USD,General,DE,68.35
2023-08-07 10:52:58+00:00,USD,General,PL,18.63
2023-08-07 12:59:59+00:00,USD,General,UA,9.84
2023-08-07 15:54:31+00:00,USD,General,US,10.0
2023-08-07 20:09:01+00:00,USD,General,UA,18.63
2023-08-07 20:31:02+00:00,USD,General,DE,573.17
2023-08-07 21:43:28+00:00,USD,General,US,25.0
2023-08-07 22:11:58+00:00,USD,General,US,10.0
2023-08-07 23:40:54+00:00,USD,Mobile Shower Laundry Units,US,50.0
2023-08-08 02:54:58+00:00,USD,General,US,96.62
2023-08-08 06:58:54+00:00,USD,General,PL,98.45
2023-08-08 09:40:33+00:00,USD,General,DE,984.54
2023-08-08 10:15:19+00:00,USD,General,ES,47.31
2023-08-08 15:03:44+00:00,USD,General,DE,10.03
2023-08-09 00:57:45+00:00,USD,General,US,100.0
2023-08-09 05:06:18+00:00,USD,General,DE,9.84
2023-08-09 10:43:41+00:00,USD,General,US,50.0
2023-08-09 18:21:20+00:00,USD,General,DE,47.31
2023-08-09 20:22:56+00:00,USD,Victory Drones,FR,196.91
2023-08-10 00:12:28+00:00,USD,,,3000.0
2023-08-10 01:26:21+00:00,USD,General,US,100.0
2023-08-10 05:41:08+00:00,USD,General,ES,9.84
2023-08-10 06:38:06+00:00,USD,General,UA,47.31
2023-08-10 10:44:38+00:00,USD,General,DE,29.53
2023-08-10 13:51:38+00:00,USD,General,US,48.06
2023-08-10 15:27:03+00:00,USD,General,DE,47.31
2023-08-10 17:09:16+00:00,USD,General,US,72.0
2023-08-10 20:05:20+00:00,USD,General,US,69.43
2023-08-10 21:07:03+00:00,USD,General,CA,71.22
2023-08-11 00:15:27+00:00,USD,Mobile Shower Laundry Units,US,96.62
2023-08-11 00:20:52+00:00,USD,General,GE,71.95
2023-08-11 00:34:22+00:00,USD,General,US,50.0
2023-08-11 01:05:12+00:00,USD,General,US,1.45
2023-08-11 04:14:42+00:00,USD,General,CA,9.07
2023-08-11 04:34:09+00:00,USD,General,AU,13.85
2023-08-11 10:05:28+00:00,USD,General,DE,23.41
2023-08-11 10:18:28+00:00,USD,General,MX,4.91
2023-08-11 11:16:11+00:00,USD,General,FI,47.31
2023-08-11 11:30:01+00:00,USD,General,IT,18.63
2023-08-11 12:12:46+00:00,USD,General,CA,49.22
2023-08-11 12:32:17+00:00,USD,General,UA,9.07
2023-08-11 15:04:40+00:00,USD,General,US,48.06
2023-08-11 16:02:50+00:00,USD,General,US,100.0
2023-08-11 19:19:22+00:00,USD,General,GB,14.76
2023-08-12 03:50:53+00:00,USD,Victory Drones,US,290.84
2023-08-12 07:00:17+00:00,USD,General,UA,47.31
2023-08-12 07:39:05+00:00,USD,Victory Drones,UA,47.31
2023-08-12 14:46:39+00:00,USD,100 Drones for Ukraine,FR,98.45
2023-08-12 19:26:42+00:00,USD,General,GB,118.14
2023-08-12 22:13:06+00:00,USD,General,US,50.0
2023-08-13 01:57:43+00:00,USD,General,US,100.0
2023-08-13 10:05:10+00:00,USD,General,LU,1.96
2023-08-13 10:09:16+00:00,USD,General,US,25.0
2023-08-13 11:11:00+00:00,USD,General,GB,47.31
2023-08-13 11:34:28+00:00,USD,General,US,50.0
2023-08-13 12:52:14+00:00,USD,General,DE,118.14
2023-08-13 16:42:35+00:00,USD,General,US,23.79
2023-08-13 21:23:52+00:00,USD,Victory Drones,UA,9.07
2023-08-14 13:23:16+00:00,USD,General,DE,14.76
2023-08-14 20:07:09+00:00,USD,General,US,200.0
2023-08-14 23:20:20+00:00,USD,General,US,10.0
2023-08-15 12:45:16+00:00,USD,General,UA,668.78
2023-08-15 13:26:38+00:00,USD,Flight to Recovery,CA,29.53
2023-08-15 14:25:38+00:00,USD,General,US,100.0
2023-08-15 18:38:24+00:00,USD,General,US,21.85
2023-08-15 19:17:10+00:00,USD,General,US,50.0
2023-08-15 19:56:56+00:00,USD,Mobile Shower Laundry Units,US,48.06
2023-08-15 20:50:18+00:00,USD,General,DE,19.68
2023-08-16 00:48:44+00:00,USD,General,US,45.0
2023-08-16 06:19:54+00:00,USD,100 Drones for Ukraine,NL,98.45
2023-08-16 09:32:41+00:00,USD,General,UA,19.68
2023-08-16 10:41:52+00:00,USD,General,DE,98.45
2023-08-16 11:44:35+00:00,USD,General,EE,20.75
2023-08-16 16:08:18+00:00,USD,100 Drones for Ukraine,CA,295.36
2023-08-16 16:52:21+00:00,USD,Flight to Recovery,CA,295.36
2023-08-16 17:53:59+00:00,USD,General,US,300.0
2023-08-16 17:54:04+00:00,USD,100 Drones for Ukraine,US,5.0
2023-08-16 20:41:42+00:00,USD,General,UA,98.45
2023-08-17 08:10:55+00:00,USD,100 Drones for Ukraine,GB,2.94
2023-08-17 10:58:58+00:00,USD,Victory Drones,GB,2.94
2023-08-17 11:40:12+00:00,USD,100 Drones for Ukraine,US,100.0
2023-08-17 19:29:49+00:00,USD,General,DE,98.45
2023-08-17 21:10:09+00:00,USD,General,CA,14.76
2023-08-18 11:16:41+00:00,USD,General,DE,9.84
2023-08-18 21:13:15+00:00,USD,General,US,290.84
2023-08-19 01:13:58+00:00,USD,General,US,100.0
2023-08-19 10:16:24+00:00,USD,General,UA,47.25
2023-08-19 10:50:13+00:00,USD,100 Drones for Ukraine,CY,18.63
2023-08-19 10:56:06+00:00,USD,General,DK,19.68
2023-08-19 10:57:41+00:00,USD,General,GB,9.84
2023-08-19 12:39:49+00:00,USD,General,DE,18.63
2023-08-19 13:15:42+00:00,USD,General,GB,95.12
2023-08-19 14:33:53+00:00,USD,General,US,20.0
2023-08-19 16:00:18+00:00,USD,General,UA,9.84
2023-08-19 18:45:20+00:00,USD,General,PL,98.45
2023-08-19 19:03:25+00:00,USD,General,PL,29.53
2023-08-19 19:12:12+00:00,USD,General,UA,23.41
2023-08-19 19:19:17+00:00,USD,General,CA,98.45
2023-08-19 20:54:07+00:00,USD,General,PL,19.68
2023-08-19 20:55:18+00:00,USD,100 Drones for Ukraine,US,200.0
2023-08-19 20:56:10+00:00,USD,General,PL,19.68
2023-08-19 22:48:03+00:00,USD,General,US,50.0
2023-08-20 00:26:07+00:00,USD,General,US,96.62
2023-08-20 00:47:43+00:00,USD,General,US,150.0
2023-08-20 04:30:27+00:00,USD,,,6000.0
2023-08-20 09:08:54+00:00,USD,,CH,95.51
2023-08-20 09:24:48+00:00,USD,General,IT,11.81
2023-08-20 10:27:59+00:00,USD,General,JP,29.53
2023-08-20 11:37:55+00:00,USD,General,CA,9.07
2023-08-20 18:24:26+00:00,USD,General,UA,9.07
2023-08-20 19:26:54+00:00,USD,General,US,50.0
2023-08-20 20:16:04+00:00,USD,General,PL,43.49
2023-08-21 04:03:01+00:00,USD,Victory Drones,CA,147.68
2023-08-21 10:47:33+00:00,USD,General,PL,24.61
2023-08-21 11:29:02+00:00,USD,General,US,50.0
2023-08-21 12:09:48+00:00,USD,General,FR,98.45
2023-08-21 12:42:02+00:00,USD,General,DE,56.88
2023-08-21 17:53:59+00:00,USD,100 Drones for Ukraine,NL,18.63
2023-08-21 20:12:12+00:00,USD,100 Drones for Ukraine,CH,196.91
2023-08-21 21:55:03+00:00,USD,Victory Drones,US,50.0
2023-08-21 22:21:33+00:00,USD,100 Drones for Ukraine,CA,78.76
2023-08-22 00:12:54+00:00,USD,General,US,96.62
2023-08-22 05:36:49+00:00,USD,100 Drones for Ukraine,GB,4.91
2023-08-22 10:20:37+00:00,USD,General,CY,19.68
2023-08-22 15:37:19+00:00,USD,100 Drones for Ukraine,US,300.0
2023-08-22 16:45:25+00:00,USD,General,UA,179.26
2023-08-22 22:28:29+00:00,USD,General,ES,56.88
2023-08-23 00:19:04+00:00,USD,100 Drones for Ukraine,US,500.0
2023-08-23 03:29:10+00:00,USD,General,UA,4.29
2023-08-23 11:23:52+00:00,USD,Victory Drones,GB,2.94
2023-08-23 16:06:32+00:00,USD,General,CA,295.36
2023-08-23 17:44:02+00:00,USD,100 Drones for Ukraine,NL,39.37
2023-08-23 22:01:20+00:00,USD,General,DE,9.84
2023-08-24 05:30:10+00:00,USD,General,FR,984.54
2023-08-24 15:15:36+00:00,USD,100 Drones for Ukraine,US,50.0
2023-08-24 16:47:24+00:00,USD,General,NL,28.19
2023-08-24 18:33:15+00:00,USD,,DE,29.700000000000003
2023-08-24 18:47:11+00:00,USD,General,US,48.06
2023-08-24 19:18:49+00:00,USD,100 Drones for Ukraine,CA,95.12
2023-08-24 20:31:27+00:00,USD,General,US,150.0
2023-08-25 00:06:05+00:00,USD,General,CA,95.12
2023-08-25 01:33:28+00:00,USD,General,AU,14.76
2023-08-25 03:33:22+00:00,USD,100 Drones for Ukraine,US,100.0
2023-08-25 04:37:02+00:00,USD,General,US,100.0
2023-08-25 15:33:41+00:00,USD,General,US,28.64
2023-08-25 16:08:00+00:00,USD,General,UA,49.22
2023-08-25 16:37:19+00:00,USD,General,US,485.06
2023-08-25 17:10:18+00:00,USD,General,CA,33.470000000000006
2023-08-25 21:20:41+00:00,USD,General,US,50.0
2023-08-26 03:52:30+00:00,USD,General,US,300.0
2023-08-26 04:21:24+00:00,USD,100 Drones for Ukraine,US,485.06
2023-08-26 10:22:34+00:00,USD,General,NL,98.45
2023-08-26 10:37:47+00:00,USD,General,NL,47.31
2023-08-27 10:05:36+00:00,USD,Victory Drones,US,100.0
2023-08-27 18:44:56+00:00,USD,General,US,120.0
2023-08-27 18:45:31+00:00,USD,General,US,120.0
2023-08-27 21:49:30+00:00,USD,General,US,1000.0
2023-08-28 10:42:33+00:00,USD,General,US,50.0
2023-08-28 11:05:28+00:00,USD,General,UA,9.84
2023-08-28 11:07:56+00:00,USD,General,DE,24.61
2023-08-28 11:16:46+00:00,USD,General,DE,4.91
2023-08-28 16:24:27+00:00,USD,General,DE,147.68
2023-08-28 19:26:40+00:00,USD,General,DE,152.6
2023-08-29 02:31:01+00:00,USD,General,US,50.01
2023-08-29 10:57:49+00:00,USD,General,AU,98.45
2023-08-29 14:09:37+00:00,USD,General,US,100.0
2023-08-29 23:17:41+00:00,USD,General,US,100.0
2023-08-30 09:03:17+00:00,USD,Flight to Recovery,GB,39.37
2023-08-30 13:16:55+00:00,USD,General,FI,190.73
2023-08-30 16:13:01+00:00,USD,100 Drones for Ukraine,AE,129.95000000000002
2023-08-30 16:28:16+00:00,USD,General,GB,95.12
2023-08-30 17:09:33+00:00,USD,General,US,50.0
2023-08-30 17:13:03+00:00,USD,General,US,100.0
2023-08-30 19:59:51+00:00,USD,General,DE,49.22
2023-08-31 15:37:31+00:00,USD,General,US,193.73
2023-08-31 20:58:04+00:00,USD,General,US,96.62
2023-08-31 23:54:57+00:00,USD,General,CA,492.26
2023-09-01 00:16:01+00:00,USD,General,US,50.0
2023-09-01 02:40:15+00:00,USD,General,US,10.0
2023-09-01 02:44:46+00:00,USD,General,US,50.0
2023-09-01 05:08:40+00:00,USD,Victory Drones,SE,19.68
2023-09-01 10:39:56+00:00,USD,General,US,485.06
2023-09-01 11:02:07+00:00,USD,General,BE,49.22
2023-09-01 11:39:54+00:00,USD,100 Drones for Ukraine,DE,24.61
2023-09-01 13:33:53+00:00,USD,General,CA,33.470000000000006
2023-09-01 19:44:01+00:00,USD,Victory Drones,US,108.0
2023-09-02 11:26:50+00:00,USD,General,DE,49.22
2023-09-02 11:57:32+00:00,USD,General,DE,19.68
2023-09-02 14:15:34+00:00,USD,General,US,50.0
2023-09-02 17:44:41+00:00,USD,100 Drones for Ukraine,PT,9.07
2023-09-02 18:01:49+00:00,USD,General,MD,11.81
2023-09-02 18:04:06+00:00,USD,100 Drones for Ukraine,MD,10.82
2023-09-02 18:23:36+00:00,USD,General,US,100.0
2023-09-02 20:33:29+00:00,USD,General,PT,98.45
2023-09-02 23:29:41+00:00,USD,General,US,96.62
2023-09-03 03:48:06+00:00,USD,General,US,50.0
2023-09-03 09:23:14+00:00,USD,General,DE,19.68
2023-09-03 11:07:16+00:00,USD,General,PL,29.53
2023-09-03 18:06:15+00:00,USD,General,US,25.0
2023-09-03 23:45:30+00:00,USD,General,US,50.0
2023-09-04 01:13:46+00:00,USD,General,CA,9.07
2023-09-04 03:03:29+00:00,USD,General,US,10.0
2023-09-04 05:52:26+00:00,USD,General,US,200.0
2023-09-04 10:26:43+00:00,USD,Flight to Recovery,US,50.0
2023-09-04 11:05:01+00:00,USD,General,DE,28.19
2023-09-04 11:18:04+00:00,USD,Victory Drones,AU,98.45
2023-09-04 11:21:58+00:00,USD,Flight to Recovery,AU,98.45
2023-09-04 14:58:16+00:00,USD,General,US,96.62
2023-09-04 15:00:38+00:00,USD,General,UA,20.54
2023-09-04 16:16:51+00:00,USD,General,IT,13.85
2023-09-04 16:48:50+00:00,USD,General,US,50.0
2023-09-04 21:21:36+00:00,USD,100 Drones for Ukraine,US,630.72
2023-09-04 23:11:40+00:00,USD,100 Drones for Ukraine,US,100.0
2023-09-05 15:16:57+00:00,USD,General,US,100.0
2023-09-05 18:35:55+00:00,USD,General,BE,49.22
2023-09-06 02:13:04+00:00,USD,General,CA,541.49
2023-09-06 10:36:31+00:00,USD,General,DE,4.29
2023-09-06 14:36:31+00:00,USD,100 Drones for Ukraine,NL,19.68
2023-09-06 19:24:18+00:00,USD,General,US,96.62
2023-09-07 03:16:28+00:00,USD,General,US,1941.71
2023-09-07 10:19:18+00:00,USD,General,US,25.0
2023-09-07 10:39:44+00:00,USD,General,UA,9.07
2023-09-07 11:22:01+00:00,USD,General,DE,68.35
2023-09-09 12:18:42+00:00,USD,General,US,193.73
2023-09-09 19:37:41+00:00,USD,General,CA,33.470000000000006
2023-09-10 00:25:56+00:00,USD,General,US,43.21
2023-09-10 01:12:08+00:00,USD,100 Drones for Ukraine,US,48.06
2023-09-10 01:18:09+00:00,USD,100 Drones for Ukraine,US,51.0
2023-09-10 01:24:04+00:00,USD,100 Drones for Ukraine,US,50.0
2023-09-10 01:28:57+00:00,USD,General,ES,49.22
2023-09-10 01:34:19+00:00,USD,General,US,18.93
2023-09-10 01:36:15+00:00,USD,General,US,10.0
2023-09-10 03:53:10+00:00,USD,100 Drones for Ukraine,US,96.62
2023-09-10 04:04:55+00:00,USD,General,US,2912.81
2023-09-10 04:12:13+00:00,USD,100 Drones for Ukraine,US,48.06
2023-09-10 04:37:30+00:00,USD,,US,63.06
2023-09-10 11:14:45+00:00,USD,General,DE,29.53
2023-09-10 22:54:50+00:00,USD,General,US,10.0
2023-09-11 03:33:46+00:00,USD,General,US,96.0
